code;short name;full name;country;url
3157;LM;Lokomotion Gesellschaft für Schienentraktion mbH;DE;http://www.lokomotion-rail.de/
3158;RTC;Rail Traction Company SpA;IT;http://www.railtraction.it/
3159;LFP PERTHUS;Linea FiguerasPerpignan SA;ES;http://www.lfpperthus.com/
3160;LTE SK;LTE Logistik a Transport Slovakia s.r.o.;SK;http://www.lte.at/en/LTE/LTE-SK.html
3161;LTE CZ;LTE Logistik a Transport Czechia s.r.o.;CZ;http://www.lte.at/en/LTE/LTE-CZ.html
3162;RCCDE;Rail Cargo Carrier Germany GmbH;DE;
3163;PoRha;Pohjois-Suomen Rautatieharrastajat ry;FI;http://www.elisanet.fi/porhaltaja/
3164;agilis;agilis Verkehrsgesellschaft mbH & Co. KG;DE;http://www.agilis.de/
3165;ODEG;ODEG Ostdeutsche Eisenbahn GmbH;DE;http://www.odeg.info/
3166;TZD CZ;TCHAS ŽD s.r.o.;CZ;
3167;H-MTMG;MTMG Logisztikai Zrt.;HU;http://mtmgzrt.com/
3168;SMD;SLEZSKOMORAVSKÁ DRÁHA a.s.;CZ;http://slezskomoravskadraha.cz/
3169;BFL;BF Logistics s.r.o.;CZ;http://www.bfl.cz/
3170;ADT;Adria Transport d.o.o.;SI;http://www.adria-transport.com/
3171;LTB;LOKO TRANS s.r.o.;CZ;http://www.lokotrans.cz/
3172;CHT a.s.;Chládek & Tintěra a.s.;CZ;http://www.cht.cz/
3173;HVM1009 Oy;Höyryveturimatkat 1009 Oy;FI;http://www.hoyryveturimatkat1009.fi/
3174;T-R;TOMI-REMONT a.s.;CZ;http://www.tomi-remont.cz/
3175;SZD;Slezské zemské dráhy;;
3176;JARO;JARO Česká Skalice s.r.o.;CZ;http://www.jarocs.eu/
3177;Destia;Destia Rail Oy;FI;http://www.destia.fi/
3178;RNE;RailNetEurope;AT;http://www.rne.eu/
3179;RF;S.C. RAIL FORCE S.R.L.;RO;http://www.rccf.ro/
3180;CLIP Intermodal;CLIP Intermodal Sp. Z.o.o.;PL;http://clip-group.com/en/strona-glowna-en/
3181;TFG;SC TRANSFEROVIAR GRUP SA;RO;http://www.transferoviar.ro/
3182;N+N Litoměřice;N+N - Konstrukce a dopravní stavby Litoměřice, s.r.o.;CZ;http://www.nanlitomerice.cz/
3183;PmHvy;Pieksämäen Höyryveturiyhdistys ry;FI;http://www.pmk-hoyryveturiyhdistys.fi/
3184;KMOY;Keitele-Museo Oy;FI;http://www.aanekoski.fi/vapaa-aika/kulttuuri/museot/keitele-museo/
3185;ROFERSPED;S.C. ROFERSPED S.A.;RO;http://www.rofersped.ro/
3186;Keyrail;Keyrail B.V.;;
3187;DBCFR;DB Cargo France SAS;FR;https://fr.dbcargo.com/rail-fr-fr
3189;ARV;ARRIVA vlaky, s.r.o.;CZ;http://www.arriva.co.uk/arriva/cz/
3190;ŽICG AD-Podgorica;Željeznička infrastruktura Crne Gore AD-Podgorica;ME;http://www.zicg.me/
3191;HMVY;Haapamäen museoveturiyhdistys ry;FI;http://www.hmvy.fi/
3192;BCB;Bayerische CargoBahn GmbH;;
3193;TAE;Transalpin Eisenbahn AG;CH;https://www.captrain.de/basel.html
3194;RBB;Regiobahn Bitterfeld Berlin GmbH;DE;http://www.captrain.de/rbb.html
3195;CCW;Captrain Deutschland CargoWest GmbH;DE;http://www.captrain.de/twe.html
3196;SFL AB;Scandfibre Logistics AB;;
3197;VT;Västtrafik AB;SE;http://www.vasttrafik.se/
3198;EOS UPTRADE;EOS UPTRADE GmbH;DE;http://www.eos-uptrade.de/
3199;DE;Dortmunder Eisenbahn GmbH;DE;http://www.captrain.de/
3200;HTRS Süd;HTRS Süd GmbH;DE;http://www.husatransportation.com/
3201;MT;METRANS, a.s.;CZ;http://www.metrans.cz/
3202;SSB AG;Stuttgarter Straßenbahnen AG;DE;http://www.ssb-ag.de/
3203;CR;Crossrail AG;CH;http://www.crossrail.ch/
3204;PMR;Porvoon Museorautatie ry;FI;http://www.porvoorail.net/
3205;EURORAIL;EURORAIL NV/SA;BE;http://www.eurorail.eu/
3206;RITAL;Rail Italia Srl;;
3207;MTR;METRANS Rail s.r.o.;CZ;http://www.metransrail.eu/
3208;Hector Rail;Hector Rail AB;SE;http://www.hectorrail.com/
3209;MTRD;METRANS Rail (Deutschland) GmbH;DE;http://www.metransrail.eu/
3210;VTR;S.C. Vest Trans Rail S.R.L.;RO;
3211;TSZO S.A.;Tabor Szynowy Opole Spółka Akcyjna;PL;http://taborszynowy.com.pl/
3212;KP;Kombinovani Prevoz d.o.o.;RS;http://www.kprevoz.co.rs/
3213;HVV;Hamburger Verkehrsverbund GmbH;DE;http://www.hvv.de/
3214;PNI SP. z o.o.;Przedsiębiorstwo Napraw Infrastruktury Spółka z Ograniczoną Opdowiedzialnością;PL;http://pni.net.pl/
3215;LNFF;Lineas (FF);BE;http://www.lineas.be
3216;Trenitalia FR;Trenitalia France;FR;https://trenitalia.com/trenitalia-france/
3217;GTF;SC GRUP TRANSPORT FEROVIAR SA;RO;http://www.gfr.ro/
3218;JHMD;Jindřichohradecké místní dráhy, a.s.;CZ;http://www.jhmd.cz/
3219;M.L.;MINOAN LINES S.A.;GR;http://www.minoan.gr/
3220;LINEASFR;LINEAS France;FR;https://lineas.net/
3221;CRO;Crossrail Italia Srl;IT;http://www.crossrail.it/
3222;MTD;METRANS /Danubia/, a.s.;SK;http://www.metrans.eu/
3223;HSL Logistik;HSL Logistik B.V.;NL;http://www.hsl-logistic.nl/
3224;Strabag a.s.;Strabag Rail a.s.;CZ;http://strabagrail.cz/
3225;Baltic Rail;BALTIC PORT RAIL MUKRAN GmbH;DE;http://www.baltic-rail-mukran.com/
3226;LINZ LINIEN GmbH;LINZ LINIEN GmbH für öffentlichen Personenverkehr;AT;http://www.linzag.at/
3227;EPC;Europorte Channel;FR;http://www.europorte.com/
3228;MVA;Magyar Vasúti Áruszállító Kft.;HU;http://www.mvakft.hu/
3229;RNV GmbH;Rhein-Neckar-Verkehr GmbH;DE;http://www.rnv-online.de/
3230;Die Länderbahn;Die Länderbahn GmbH DLB;DE;http://www.vogtlandbahn.de/
3231;DBCHU;DB Cargo Hungária Kft.;HU;http://www.railion.hu/
3232;VTG GmbH;VTG Deutschland GmbH;;
3233;CPTF;CAPTRAIN France;FR;http://www.vfli.fr/
3234;DeltaRail;DeltaRail GmbH;DE;http://www.deltarail.de/
3235;PHU Lokomotiv Bronisław Plata;PHU Lokomotiv Bronisław Plata;PL;http://www.lokomotiv.net.pl/
3236;WESTbahn;WESTbahn Management GmbH;AT;https://westbahn.at/
3237;ERMEWA;ERMEWA SAS;FR;http://www.ermewa.fr/
3238;Arriva RP Sp. z o.o.;Arriva RP Spółka z ograniczoną opdowiedzialnością;PL;http://www.arriva.pl/
3239;RBH;RBH Logistics GmbH;DE;http://www.rbh-logistics.com/
3240;TWA;TRANSWAGGON AG;CH;http://www.transwaggon.com/
3241;RSRD²;RSRD² asbl;BE;
3242;Colas Rail;S.A. Colas Rail Agence Fret;FR;http://www.colasrail.com/
3243;üstra AG;üstra Hannoversche Verkehrsbetriebe AG;DE;http://www.uestra.de/
3244;LE;LEO Express Global a.s.;CZ;WWW.leoexpress.com
3245;CDCPL;CD Cargo Poland Sp. z .o.o.;PL;http://cdcargo.pl/
3246;RJ;Regiojet a.s. (CZ);CZ;http://www.regiojet.cz/cs/
3247;DBCBG;DB Cargo Bulgaria EOOD;BG;http://www.dbschenker.bg/
3248;HSL PL;HSL Sp. Z.o.o.;PL;http://www.hsl.net.pl/
3249;NBE;NBE nordbahn Eisenbahngesellschaft mbH & Co. KG;DE;www.nordbahn.de
3250;CER Slovakia;CER Slovakia a.s.;SK;http://www.cercargo.eu/
3251;Scandlines AB;Scandlines AB;SE;http://www.scandlines.se/
3252;KD;Koleje Dolnośląskie S.A.;PL;http://www.kolejedolnoslaskie.eu/
3253;KW;Koleje Wielkopolskie Sp. z o.o.;PL;http://koleje-wielkopolskie.com.pl/
3254;HKX;Hamburg-Köln-Express GmbH;DE;http://www.hkx.de/
3255;RLL;RailLog s.r.o.;SK;https://www.raillog.sk/
3256;ELIPSOS;ELIPSOS INTERNACIONAL;ES;http://www.elipsos.com/
3257;BRYNTIN;BRYNTIN RAIL CZ s.r.o.;;
3258;metronom;metronom Eisenbahngesellschaft mbH;DE;http://www.der-metronom.de/
3259;RSE;RSE Rhein-Sieg-Eisenbahn GmbH;DE;http://www.rse-bonn.de/
3260;S Rail DOO;S Rail DOO Subotica;RS;
3261;S&K TT;S&K Train Transport Sp. z o.o.;;
3262;Rdx;Raildox GmbH & Co. KG;DE;http://www.raildox.de/
3263;TSS GRADE;TSS GRADE a.s.;SK;http://www.tss.sk/
3264;MTEG;Muldental-Eisenbahnverkehrsgesellschaft mbH;DE;http://www.mteg.de/
3265;AHD;Rail system, s.r.o.;CZ;http://www.railsystem.cz/
3266;RETROLOK;RETROLOK s.r.o.;CZ;http://www.retrolok.cz/
3267;RhB;Rhätische Bahn AG;CH;http://www.rhb.ch/
3268;Holding Graz;Holding Graz - Kommunale Dienstleistungen GmbH;AT;http://www.holding-graz.at/
3269;GJW;GJW Praha spol. s.r.o.;CZ;http://www.gjw-praha.cz/
3270;TN;Trenord Srl;IT;http://www.trenord.it/
3271;RPA;METRANS Railprofi Austria;AT;http://www.railprofi.com/
3272;ZSB;OHL ŽS, a.s.;CZ;http://www.ohlzs.cz/
3273;RTXX;Railtraxx;BE;http://www.railtraxx.com/
3274;S-Bahn Berlin;S-Bahn Berlin GmbH;DE;http://www.s-bahn-berlin.de/
3275;HOCHBAHN;Hamburger Hochbahn AG;DE;http://www.hochbahn.de/
3276;LNSI;Lineas (Intermodal);BE;https://lineasintermodal.net/
3277;CRW;CENTRAL RAILWAYS a.s.;SK;http://www.crw.sk/
3278;CIECH;CIECH Cargo Sp z oo;PL;http://www.ciechgroup.com/
3279;RMV;Rhein-Main-Verkehrsverbund GmbH;DE;http://www.rmv.de/
3280;SAD;SAD Trasporto Locale SpA;IT;http://www.sad.it/
3281;RTI;Railtrans International, a.s.;SK;
3282;IVB;Innsbrucker Verkehrsbetriebe und Stubaitalbahn GmbH;AT;http://www.ivb.at/
3283;EPC;EP Cargo a.s.;CZ;http://www.epcargo.cz/
3284;VBK GmbH;Verkehrsbetriebe Karlsruhe GmbH;DE;http://www.vbk.info/
3285;VTG RL DEU;VTG Rail Logistics Deutschland GmbH;DE;https://www.vtg.com
3286;Retrack;Retrack Germany GmbH;DE;https://www.vtg.de/
3287;Amtrak;National Railroad Passenger Corporation;US;http://www.amtrak.com/
3288;GWTR;GW Train Regio a.s.;CZ;http://www.gwtr.cz/
3289;E.R.S.;Estonian Railway Services;EE;http://www.ers.com.ee/
3290;Chemion Logistik;Chemion Logistik GmbH;DE;http://www.chemion.de/
3291;RheinCargo;RheinCargo GmbH & Co. KG;DE;http://www.rheincargo.com/
3292;RTBC;RTB Cargo GmbH;DE;http://www.rtb-cargo.de/
3293;TS;Trainsport NV;BE;http://www.trainsport.com/
3294;Botniatåg;Botniatåg AB;SE;http://www.norrtag.se/
3295;FlixMobility;FlixMobility GmbH;DE;https://www.flixbus.com/
3296;IGT;Inbetriebnahmegesellschaft Transporttechnik mbH;DE;http://www.igt-bahn.eu/
3297;RATARAHTI;Ratarahti Oy;FI;http://www.ratek.fi/
3298;SRG;Saar Rail GmbH;DE;http://saarrail.com/
3299;STBAT;Steiermarkbahn Transport und Logistik GmbH;AT;http://www.steiermarkbahn.at/
3300;ecco-rail;ecco-rail GmbH;AT;http://www.ecco-rail.at/
3301;LTE-NL;LTE Netherlands BV;NL;http://www.lte.nl/
3302;RONE;Rail One S.p.A;IT;http://www.railone.it/
3303;RCCHU;Rail Cargo Carrier Nemzetközi Árufuvarozási Korlátolt Felelősségű Társaság;HU;
3304;LTE;LTE Logistik- und Transport-GmbH;AT;http://www.lte.at/en/LTE/LTE-AT.html
3305;LTE HU;LTE Hungária Kft.;HU;http://www.lte.at/en/LTE/LTE-HU.html
3306;VOR;Verkehrsverbund Ost-Region (VOR) GmbH;AT;http://www.vor.at/
3307;DLA;Dolnośląskie Linie Autobusowe Sp. z o.o.;PL;http://www.dla.com.pl/
3308;TXL;TX Logistik AG;DE;http://www.txlogistik.eu/
3309;StH;Stern & Hafferl Verkehrsgesellschaft m.b.H.;AT;http://www.stern-verkehr.at/
3310;RTB CargoNL;RTB Cargo Netherlands BV;NL;www.rtb-cargo.nl
3311;KOMSOR;Maanrakennus- ja erillisurakointi Komsor Oy;FI;http://www.komsor.fi/
3312;Ticex GmbH;Ticex GmbH;DE;https://ticex.de/
3313;LTSB;LOKOTRANS SERVIS s.r.o.;CZ;http://www.lokotransservis.cz/
3314;BVG;Berliner Verkehrsbetriebe (AöR);DE;http://www.bvg.de/
3315;CargoServ;Cargo Service GmbH;AT;http://www.cargoserv.at/
3316;AVG;AVG Augsburger Verkehrsgesellschaft mbH;DE;http://www.sw-augsburg.de/fahrgaeste.php
3317;BTS;BULK TRANSSHIPMENT SLOVAKIA, a.s.;SK;http://www.btslovakia.sk/
3318;MVV;Münchner Verkehrs- und Tarifverbund GmbH;DE;http://www.mvv-muenchen.de/
3319;Fox;FOXrail Zrt.;HU;
3320;TSS C;TSS Cargo;CZ;http://www.oossro.cz/
3321;MVG;Münchner Verkehrsgesellschaft mbH;DE;http://www.mvg-mobil.de/
3322;REGIOTRANS;SC Regiotrans SRL Brasov;RO;
3323;HVLE;Havelländische Eisenbahn AG;DE;http://www.hvle.de/
3324;PDVR;PDV Railways;CZ;
3325;SART a.s.;SART - stavby a rekonstrukce a.s.;CZ;http://www.sart.cz/
3326;Rail & Sea NV;RAIL & SEA NV - Belgium;BE;
3327;SREq;Strukton Rail Materieel BV;NL;http://www.struktonrail.com/
3328;Xrail;Xrail S.A.;BE;
3329;PCW;Siemens AG Prüf- und Validationcenter Wegberg Wildenrath;DE;http://www.mobility.siemens.com/
3330;TRC;SC TIM Rail Cargo SRL;RO;http://www.timrailcargo.ro/
3331;Kolprem Sp. zo. o.;Przedsiębiorstwo Uslug Kolejowych Kolprem Sp. z o. o.;PL;http://www.kolprem.pl/
3332;KŽC;KŽC Doprava s.r.o.;CZ;http://www.kzc.cz/
3333;ProLok;ProLok GmbH;DE;
3334;CZL;CZ Logistics, s.r.o.;CZ;http://www.czlog.cz/
3335;LOCON BNL;LOCON BENELUX B.V.;;
3336;SGJW;SGJW Hradec Kralové spol. s r.o.;CZ;http://www.sgjw.cz/
3337;RRI;Rhenus Rail St. Ingbert GmbH;DE;http://www.rhenus.com/
3338;OHE Cargo;OHE Cargo GmbH;DE;http://www.ohe-cargo.de/
3339;HPA;Hamburg Port Authority;DE;http://www.hamburg-port-authority.de/
3340;CFRBF;CFR - Cie Ferroviaire Regionale;FR;http://www.cfr-bfc.com/‎
3341;USRS;US RS s.r.o.;SK;
3342;VöV;Verband öffentlicher Verkehr;CH;http://www.voev.ch/
3343;CLL Sp.z.o.o.;CENTRUM LOGISTYCZNE W ŁOSOŚNEJ Spółka z o.o.;PL;http://www.cllososna.pl/
3344;ARA;Afghanistan Railway Authority;AF;http://www.afra.gov.af/
3345;OPTIS;OPTISPED;;
3346;Standard Logistic;Standard Logistic d.o.o.;RS;http://www.standard-logistic.com/
3347;RTLOG,;Rail Time Logistics GmbH.;;
3348;VBN;Verkehrsverbund Bremen/Niedersachsen GmbH (VBN);DE;http://www.vbn.de/
3349;TCL Serbia;Trans Cargo Logistic doo Beograd (Novi Beograd);RS;http://www.tcl.rs/
3350;ITAB;Inlandsbanan Turism AB;SE;http://www.inlandsbanan.se/
3351;Easmar;Easmar Logistics Oy;FI;http://www.easmar.fi/
3352;LTE RO;LTE-RAIL ROMANIA S.R.L.;RO;http://www.lte.at/en/LTE/LTE-RO46.html
3353;BLG RT;BLG RailTec GmbH;DE;http://www.blg-railtec.de/
3354;SWIEHU;Swietelsky Vasúttechnika Kft.;HU;http://www.vasuttechnika.hu/
3355;Austrian Airlines;Austrian Airlines AG;AT;http://www.austrian.com/
3356;BLSC;BLS Cargo AG;CH;http://www.blscargo.ch/
3357;GBRf;GB Railfreight Limited;GB;http://www.gbrailfreight.com/
3358;Euronaft Trzebinia;Euronaft Trzebinia Sp. z o.o.;PL;http://www.euronaft-trzebinia.pl/
3359;ORLEN KolTrans;ORLEN KolTrans Sp. z o.o.;PL;http://www.orlenkoltrans.pl/
3360;MH-spedition;MH-spedition, s.r.o;CZ;
3361;Puš;Puš s.r.o.;CZ;
3362;Inter Cargo;Inter Cargo Sp. z o.o.;PL;http://www.intercargo.com.pl/
3363;STRABAG;STRABAG Rail GmbH;DE;http://www.strabag-rail.com/
3364;MTH;METRANS Danubia Kft.;HU;http://www.metrans.hu/
3365;RCCSK;Rail Cargo Carrier - Slovakia s.r.o.;SK;http://www.railcargocarrier.com/
3366;MBMR;MBM rail s.r.o.;CZ;http://www.mbmr.cz/
3367;OT Rail;OT Rail Sp. z o.o.;PL;http://landkol.eu/
3368;OCEANOGATE;OCEANOGATE Italia S.P.A.;IT;http://www.oceanogateitalia.com/
3369;FEHÉRVILL-ÁM Kft;FEHÉRVILL-ÁM Villamosenergia-ipari Szerelo, Kereskedelmi es Szolgaltato Korlatolt Felelossegu Tarsasag;HU;
3370;RRF;Rotterdam Rail Feeding B.V.;NL;http://www.railfeeding.com/
3371;LWB;Lubelski Wegiel Bogdanka S.A.;PL;http://www.lw.com.pl/
3372;SBTDT;Subterra a.s.;CZ;http://www.subterra.cz/
3373;SRTAG;Swiss Rail Traffic AG;CH;https://www.swissrailtraffic.ch/
3374;MIST;MERCITALIA Shunting & Terminal S.r.l.;IT;
3375;BE AG;Bentheimer Eisenbahn AG;DE;http://www.bentheimer-eisenbahn.de/
3376;EBS;Erfurter Bahnservice GmbH;DE;http://www.erfurter-bahnservice.de/
3377;RCC-DE;Rail Cargo Carrier - Germany GmbH;DE;http://www.railcargocarrier.com/
3378;IVU;IVU Traffic Technologies AG;DE;http://www.ivu.com/
3379;FUC;Società Ferrovie Udine - Cividale s.r.l.;IT;http://www.ferrovieudinecividale.it/
3380;Spedition;Salzburger Eisenbahn TransportLogistik GmbH;DE;http://www.setg.at/
3381;CRSHU;Continental Railway Solution Kft.;HU;http://continentaltrain.com/
3382;NAVIBULGAR;Navigation Bulgar Maritime;BG;http://www.navbul.com/
3383;VARNAFERRY;VARNAFERRY LTD;BG;http://varnaferry.com/
3384;EGP;Eisenbahngesellschaft Potsdam mbH;DE;http://www.eg-potsdam.de/
3385;FERFI;Fenniarail Oy;FI;http://www.fenniarail.fi/
3386;YRW;JSC Yamal Railway Company;RU;http://www.yrw.ru/
3387;KTI;KTI-Urakointi AY;FI;http://www.ktiurakointi.fi/
3388;AO AK YRW;AO AK Yakutia Railways;RU;
3389;OOO UKRFERRY;OOO Shipping Company UKRFERRY;UA;http://www.ukrferry.com/
3390;FERTAGUS;FERTAGUS, Travessia do Tejo, Transportes, S.A.;PT;http://www.fertagus.pt/
3391;SNCF Materiel;SNCF MOBILITES Materiel;FR;http://www.sncf.com/fr/partenaires/direction-materiel/
3392;highQ;highQ Computerlösungen GmbH;DE;http://www.highQ.de/
3393;SVDE;SNCF Voyages Deutschland GmbH;DE;http://de.voyages-sncf.com/de/
3394;Captrain Polska Sp. z o.o.;Captrain Polska Spotka 2 Ograniczona Odpowiedzialnoscia;PL;http://www.captrain.pl/
3395;WEG;Walser Eisenbahn GmbH;AT;http://www.walsereisenbahn.at/
3396;DB Fernverkehr;DB Fernverkehr AG;DE;http://www.deutschebahn.com/
3397;Eurotrans;Eurotrans Sp.z o.o.;PL;http://eurotrans.com.pl/
3398;RRFR;RegioRail France SAS;FR;http://www.regiorail.fr/
3399;ANLOG;ANDREX-LOGISTICS;PL;
3400;boxXpress;boxXPress.de GmbH;DE;http://www.boxxpress.de/
3401;Rfl;Rail for London;;
3402;NR HS;Network Rail High Speed;GB;
3403;FT;Flytoget AS;NO;http://www.flytoget.no/
3404;H-Karp;KÁRPÁT Vasút Kft.;HU;
3405;Takargo, S.A.;Takargo - Transporte de Mercadorias, S.A.;PT;http://www.takargo.pt/
3406;GPMR;Grand Port Maritime de Rouen;FR;http://www.haropaports.com/rouen/
3407;CTR;CityRail, a.s.;CZ;
3408;Edikt;Edikt a.s.;CZ;http://www.edikt.cz/
3409;Ferrovial Railway;Ferrovial Railway, S.A.;ES;http://www.ferrovial.com/
3410;IntEgro;IntEgro Verkehr GmbH;DE;http://integro-verkehr.com/
3411;RCO CSKD;Rail Cargo Operator - CSKD s.r.o.;CZ;http://www.railcargocarrier.com/
3412;GPMB;Grand Port Maritime de Bordeaux;FR;http://www.bordeaux-port.fr/
3413;GPMM;Grand Port Maritime de Marseille;FR;http://www.marseille-port.fr/
3414;PSP RO;PSP Cargo Group SA;RO;www.pspcargo.ro
3415;VAG;VAG Verkehrs-Aktiengesellschaft Nürnberg;DE;https://www.vag.de/
3416;Raillogix;Raillogix B.V.;NL;http://www.raillogix.com/
3417;FSP;CER-FERSPED SA;RO;http://cercargo.ro/
3418;TRANSPORTSERVIS;TRANSPORTSERVIS a.s;CZ;http://www.transportservis.com/
3419;Trainservices;Trainservices B.V.;NL;http://www.trainservices.nl/
3420;Goldenes Glied;Goldenes Glied Eisenbahn;;
3421;BMB;Bahndienste GmbH;DE;www.bm-bahndienste.de
3422;GPMH;Grand Port Maritime du Havre;FR;https://www.havre-port.com/
3423;CROBE;CROSSRAIL BENELUX NV;BE;http://www.crossrail.ch/
3424;VD;VÍTKOVICKÁ DOPRAVA a.s.;CZ;
3425;VIALTE;VIALTE s.r.o.;SK;
3426;BVGHT;B.Verkehrsbetriebe HT;DE;http://www.bvg.de/
3427;VAL;ÖBB-Postbus GmbH - Vienna Airport Lines;AT;http://www.postbus.at/en/Airportbus/Vienna_AirportLines/
3428;LTE-DE;LTE Germany GmbH;DE;http://www.lte.at/en/LTE/LTE-DE.html
3429;SVV;Salzburger Verkehrsverbund GmbH;AT;http://www.salzburg-verkehr.at/
3430;ERE;Eiffage Rail Express SAS;FR;http://www.ere-lgv-bpl.com/
3431;ŽS a.s. Košice;Železničné Stavby a.s. Košice;SK;http://www.zeleznicnestavby.sk/
3432;TX AT;TX Logistik Transalpine GmbH;AT;http://www.txlogistik.eu/
3433;CARGOTOR;CARGOTOR Sp. z o.o;PL;http://cargotor.com/
3434;KRE;KombiRail Europe B.V.;NL;http://www.kombirail.eu/
3435;ETF;ETF Services;FR;http://www.etf.fr/
3436;LISEA;Ligne à Grande Vitesse Sud Europe Atlantique;FR;http://www.lisea.fr/
3437;Spedkol;DB Cargo Spedkol Sp. o z.z.;PL;https://pl.dbcargo.com/rail-polska-pl/
3438;Sundström;Sundström Ab Oy;FI;http://sundstroms.fi/
3439;JSK Sp Z.o.o.;Jastrzębska Spółka Kolejowa Sp. z o.o.;PL;http://www.jsk.pl/
3440;evb Infrastruktur;Eisenbahnen und Verkehrsbetriebe Elbe-Weser GmbH-Infrastruktur;DE;http://www.evb-elbe-weser.de/Infrastruktur.5.0.html
3441;LO;Liberty Ostrava a.s.;CZ;https://libertyostrava.cz/
3442;V.C.S. a.s.;Vápenka Čertovy schody a.s.;CZ;
3443;PIMK Rail;PIMK Rail PLS;BG;
3444;GPMD;Grand Port Maritime de Dunkerque;FR;http://www.dunkerque-port.fr/
3445;DBCCZ;DB Cargo Czechia s.r.o;CZ;http://www.deutschebahn.com/
3446;VAVI;VÁPENKA VITOŠOV s.r.o.;CZ;http://www.vapenka-vitosov.cz/
3447;LVCH;Lovochemie, a.s.;CZ;http://www.lovochemie.cz/en/
3448;STC;Switzerland Travel Center Ltd;GB;http://www.stc.co.uk
3449;TXL Italia;TX Logistik Transalpine GmbH – Sede secondaria italiana;IT;http://www.txlogistik.eu
3450;MTZ SOSC;Mongolian Railway State Owned Shareholding Company;MN;http://www.mtz.mn/
3451;FT SpA;Ferrotramviaria SpA;IT;http://www.ferrovienordbarese.it/
3452;MSR;Mors Smitt France;FR;http://www.morssmitt.com
3453;MVB;Magdeburger Verkehrsbetriebe GmbH & Co. KG;DE;http://www.mvbnet.de/
3454;TT;Trentino Trasporti SPA;IT;http://www.trentino trasporti.it
3455;TFT S.p.A.;Trasporto Ferroviario Toscano S.p.A.;IT;http://www.trasportoferroviariotoscano.it/
3456;LFI S.p.A.;La Ferroviario Italiana S.p.A.;IT;http://www.lfi.it/
3457;Rail&Sea Croatia;Rail & Sea d.o.o.;HR;http://www.railsea.at
3458;GTT;Gruppo Torinese Trasporti;IT;http://www.gtt.to.it/
3459;Infra Silesia;Infra Silesia S.A.;PL;http://www.infrasilesia.pl/
3460;Fergargano;Ferrovie del Gargano S.r.l.;IT;http://www.ferroviedelgargano.com/en/
3461;Integrail Zrt.;Integrail Zártkörüen Mukodo Részvénytársaság;HU;http://www.integrail.hu/
3462;BI;Busitalia Sita Nord s.r.l.;IT;http://www.fsbusitalia.it/
3463;AIR;ARRIVA Italia Rail S.r.l.;IT;http://www.arriva.it/arriva
3464;GCA;Grampetcargo Austria GesmbH;AT;http://www.grampetcargo.at/
3465;OÖVG;OÖ Verkehrsverbund-Organisations GmbH Nfg. & Co KG;AT;http://www.ooevv.at/
3466;WRS AG;WRS Widmer Rail Services AG;CH;
3467;SUAS;Sokolovská uhelná, právní nástupce, a.s.;CZ;https://www.suas.cz/
3468;Cservices;Coal Services a.s.;CZ;http://www.czechcoal.cz/cz/profil/cs/
3469;Naldo;Verkehrsverbund Neckar-Alb-Donau GmbH (naldo);DE;https://www.naldo.de/
3470;NTV SPA;Nuovo Trasporto Viaggiatori SpA;IT;http://www.ntvspa.it/
3471;TR;TR Trans Rail AG;CH;http://www.tr-transrail.ch/
3472;HLG;Holzlogistik & Güterbahn GmbH;DE;http://www.hlg-bebra.de/
3473;EXFO;Express Forwarding S.R.L.;RO;
3474;RCLG;Rail Cargo Logistics Goldair SA;GR;http://www.railcargolg.com/en/
3475;HELPORT;Port of Helsinki LTD;FI;http://www.portofhelsinki.fi
3476;KBSA;Kolej Bałtycka S.A.;PL;http://www.kolejbaltycka.pl/
3477;Port of Pori;Porin Satama Oy;FI;http://www.portofpori.fi
3478;Turun Satama;Turun Satama Oy;FI;http://www.portofturku.fi/portal/fi/
3479;Neste;Neste Oyj;FI;
3480;RaahePort;Raahen Satama Oy;FI;http://www.raahensatama.fi/fi/
3481;PAS;Port Autonome de Strasbourg;FR;http://www.strasbourg.port.fr/
3482;FuoriMuro SrL;FuoriMuro Impresa Ferroviara S.r.L.;IT;http://www.fuorimuro.it/index.php/it/
3483;LTE PL;LTE Polska Spółka z o.o.;PL;
3484;Port of Kokkola;Kokkolan Satama Oy;FI;http://www.portofkokkola.fi/port/
3485;GDG;Gunvor Deutschland GmbH;DE;http://gunvor-deutschland.de/hp1/Startseite.htm
3486;NR Rail;NR Rail Oy;FI;http://www.nurminenlogistics.com/FrontPage/
3487;Salzburg AG;Salzburg AG für Energie, Verkehr und Telekommunikation;AT;https://www.salzburg-ag.at/
3488;Rauman Satama;Rauman Satama Oy - Port of Rauma;FI;http://www.portofrauma.com/
3489;VTGSK;Retrack Slovakia s.r.o.;SK;
3490;ES;Euroterminal Sławków;PL;http://www.euterminal.pl/pl
3491;ODC;Ostravská dopravní společnost - Cargo, a.s.;CZ;
3492;Hungarian Railway Kft.;Hungarian Railway Korlátolt Felelősségű Társaság;HU;
3493;WEG;Werra-Eisenbahnverkehrsgesellschaft mbH;DE;http://www.werra-bahn.com/
3494;VIASG;VIAS GmbH Transportart Guterverkehr;DE;http://www.vias-online.de/index.html
3495;WISKOL;WISKOL Sp. z o.o.k spolka komandytowa;PL;http://www.wiskol.pl/
3496;VIASP;VIAS Passenger;DE;http://www.vias-online.de/index.html
