code;short name;full name;country;url
3497;RVV;Regensburger Verkehrsverbund GmbH;DE;http://www.rvv.de/
3498;Combinant;Combinant NV;BE;http://www.combinant.be/en/
3499;CFI;Compagnia Ferroviaria Italiana;IT;http://www.compagniaferroviariaitaliana.it/
3500;KML;Kreisbahn Mansfelder Land GmbH;DE;
3501;CTL Maczki-Bór S.A.;CTL Maczki-Bór Spólka Akcyjna (Incorporate);PL;http://www.ctl.pl/pl/100,o-firmie.html
3502;SSB;Spitzke Spoorbouw BV;NL;http://www.spitzke.com/site/nl/
3503;NAVILAND;NAVILAND Cargo;FR;http://www.naviland-cargo.com/
3504;Rail Force One;Rail Force One B.V.;NL;
3505;GPM NSN;Grand Port Maritime de Nantes St Nazaire;FR;http://www.nantes.port.fr/
3506;RAS;Rail Asset Services NV;BE;
3507;Port Atlantique La Rochelle;Grand Port Maritime La Rochelle;FR;http://www.larochelle.port.fr/
3508;Port of Hanko Ltd;Hangon Satama - Hangö Hamn Oy Ab;FI;http://portofhanko.fi/
3509;RET;Rotterdamse Electrische Tram NV, afgekort R.E.T. NV;NL;https://www.ret.nl/
3510;BTE;BTE BahnTouristikExpress GmbH;DE;http://bahntouristikexpress.de/
3511;Ports de Paris;Port Autonome de Paris;FR;
3512;Captrain Espana;Captrain Espana S.A.U.;ES;http://captrain.es/
3513;GTSR;GTS Rail S.p.A.;IT;http://www.gtsrail.com/it/
3514;KTL GmbH;KTL Kombi-Terminal Ludwigshafen GmbH;DE;http://www.ktl-lu.de/
3515;ERC;Euro Rail Cargo;LV;
3516;Port of Oulu Ltd;Oulun Satama Oy;FI;http://www.ouluport.com/
3517;ROGL;Rail Operations Group;GB;http://www.railopsgroup.co.uk/
3518;LokoTrain;LokoTrain s.r.o.;CZ;http://www.lokotrain.eu/en
3519;RTB-A;RTB Cargo Austria GmbH;AT;
3520;ZAO North Eastern Asia;ZAO Railway Corporation 'North Eastern Asia' Jilin Province;CN;
3521;AWR;AWRail;IT;
3522;IGR;I.G.Rail, spol. s.r.o.;SK;
3523;DS VASUT Kft;DS VASÚT Vasúti Szolgáltató és Fuvarozó Korlátolt Felelősségű Társaság;HU;
3524;Arriva SK;Arriva Service s.r.o.;SK;http://www.arriva.sk
3525;FER;Ferrovie Emilia Romagna;IT;http://www.fer.it
3526;ABRN;Abellio Rail NRW GmbH;DE;http://www.abellio.de
3527;EDG;Eisenbahndienstleister GmbH;CH;http://www.eisenbahndienstleister.ch
3528;EBT;Emons Bahntransporte GmbH;DE;http://www.emons.com/
3529;DP;Dinazanno PO SpA;IT;http://www.dpspa.it/
3530;Aurora;Aurora Rail Oy;FI;http://www.easmar.fi
3531;TRARR;Transagent Rail d.o.o;HR;http://www.transagent.hr
3532;MAVN;MÁV Nosztalgia Ltd.;HU;http://www.mavnosztalgia.hu
3533;Vasútvill Kft.;Vasútvillamositó Korlátolt Felelősségű Társaság;HU;http://vasutvill.hu/
3534;ČR-SSHR;Česka republica - Správa státních hmotných rezerv;CZ;http://www.sshr.cz/
3535;PMTLK;PMT Linie Kolejowe Sp zo.o.;PL;http://www.pmtlk.pl/
3536;STRABAG HU;STRABAG Vasútépítő Kft;HU;http://www.strabag.hu/
3537;CPTT;Cargo Przewozy Towarowe Transport Sp. z. o o. SK;PL;http://cptt.pl/
3538;RLC;railCare AG;CH;http://www.railcare.ch
3539;Rail2U;Rail2U B.V.;NL;
3540;INVG;Ingolstädter Verkehrsgesellschaft mbH;DE;http://www.invg.de
3541;SP SE;SPITZKE SE;DE;https://www.spitzke.com
3542;SLG;SLG SPITZKE LOGISTIK GmbH Eisenbahnverkehrsunternehmen;DE;https://www.spitzke.com
3543;MMV-AT;MMV-Rail Asutria GmbH;AT;
3544;HSL NL;HSL Netherlands B.V.;NL;http://www.hsl-logistik.de
3545;BSAS;BSAS Eisenbahnverkehrs GmbH & Co. KG;DE;http://www.bsas-evg.de
3546;VVW;Verkehrsverbund Warnow GmbH;DE;https://www.verkehrsverbund-warnow.de/
3547;BBL;Stadtwerke Baden-Baden Verkehrsbetriebe;DE;http://www.stadtwerke-baden-baden.de
3548;MTPL;METRANS (Polonia) sp. z o. o.;PL;https://www.metranspolonia.pl/
3549;ERB;KEOLIS Deutschland GmbH & Co. KG;DE;http://www.keolis.de
3550;Tagab;Tågåkeriet i Bergslagen AB;SE;http://www.tagakeriet.se/
3551;JSC Gargždų geležinkelis;Joint Stock Copmany Gargždų geležinkelis;LT;http://gargzdugelezinkelis.lt/
3552;TX L GmbH;TX Logistik Schweiz GmbH;CH;http://www.txlogistik.eu
3553;Keolis;Keolis Nederland;NL;http://www.keolis.nl
3554;MILLET;MILLET SAS;FR;
3555;ARS;ACCIONA Rail Services;ES;http://www.acciona.es
3556;ECOT;Ecorail Transport;FR;http://www.forwardis.com/
3557;Kemin Satama;Kemin Satama Oy;FI;http://www.keminsatama.fi/
3558;RXP;Railexperts B.V.;NL;http://railexperts.nl/
3559;AŽD;AŽD Praha s.r.o.;CZ;https://www.azd.cz/en/about-us-1/about-us/
3560;IL;InfraLeuna GmbH;DE;http://www.infraleuna.de/en/
3561;RO-BEU;SC CONSTANTIN GRUP SRL;RO;http://locomotive.ro/
3562;NHTR;NH-TRANS, SE;CZ;http://www.nh-trans.cz/en/
3563;KOST;KOS-Trading, a.s.;CZ;http://www.kostrading.cz/
3564;HTM;HTM Personenvervoer N.V.;NL;https://www.htm.nl/english/
3565;SWT;SWT Stadtwerke Trier Verkehrs-GmbH;DE;https://www.swt.de/
3566;ELV;Eisenbahnlogistik Vienenburg;DE;http://www.eisenbahnlogistik-vienenburg.de/
3567;CM Sp. z o.o.;CARGO Master Sp. z o.o.;PL;
3568;BL24;Bahnlogistik24 GmbH;DE;http://www.bahnpersonal24.de/Bahnlogistik24/
3569;MEDWAY;Medway - operador ferroviário et logistico de mercadorias sa sucursal en Espana;PT;
3570;REGIO CALATORI;REGIO CALATORI S.R.L.;RO;https://regiocalatori.ro/
3571;"OAO ""PK ""ZhDS""""";OAO Zheldorservice;MD;
3572;Ferrovie del Sud Est;Ferrovie del Sud Est e Servizi Automobilistici s.r.l.;IT;https://www.fseonline.it/
3573;RCL GmbH;Rail Cargo Logistics GmbH;AT;http://www.railcargologistics.com/
3574;OFZ;OFZ, a.s.;SK;https://www.ofz.company/en/
3575;moovel;moovel Group GmbH;DE;https://www.moovel-group.com/en
3576;Bartex sp.z.o.o;Bartex Spółka z ograniczona odpowiedzialnoscia;PL;
3577;TLC;Transport line Cargo;CZ;
3578;SL;AB Storstockholms Lokaltrafik;SE;
3579;Sersa;Sersa Group AG (Schweiz);CH;http://sersa-group.com/
3580;RCC-PL;Rail Cargo Carrier - Poland sp. z o. o.;PL;railcargo.com
3581;SITFA;SITFA SpA;IT;http://www.sitfa.net/
3582;Grenland Rail;Grenland Rail AS;NO;http://www.grenlandrail.no
3583;SDKD;SD - Kolejová doprava, a.s.;CZ;http://www.sd-kd.cz/
3584;LGC CARGO;UAB LGC CARGO;LT;
3585;BLSCI;BLS Cargo Italia;IT;http://www.bls-cargo.it
3586;BETONPLUS;BETONPLUS Company;AL;www.betonplus-al.com
3587;JLZR;JELZŐŐR Kft;HU;
3588;NCL NEO CARGO LOGISTIC d.o.o.;NCL NEO CARGO LOGISTIC d.o.o., Beograd, Zvezdara;RS;
3589;TRAPI;Trans Rapid s.r.o.;CZ;
3590;DMVCR;DMV Cargo Rail EOOD;BG;
3591;AKN;AKN Eisenbahn AG;DE;https://www.akn.de/die-akn.html
3592;Press;Eisenbahn-Bau- und Betriebsgesellschaft Pressnitztalbahn mbH;DE;http://www.pressnitztalbahn.com
3593;Rheinhafen Krefeld;Hafen Krefeld GmbH & Co. KG;DE;http://www.rheinhafen-krefeld.de/
3594;Abellio;Abellio GmbH;DE;https://www.abellio.de/
3595;ALZA CARGO;ALZA CARGO Sp. z.o.o.;PL;http://www.alzacargo.pl/
3596;STVG;Stauden-Verkehrs-GmbH;DE;http://www.staudenbahn.de/impressum.html
3597;TSG;Theaterservice Graz GmbH;AT;https://www.art-event.com/en/
3598;OLAVION;Olavion Sp. z.o.o.;PL;
3599;LOMA;Lokomotion Austria Gesellschaft für Schienentraktion mbH;AT;https://www.lokomotion-rail.de/
3600;MEVAT;MEV Independent Railway Services GmbH;AT;https://www.m-e-v.at/
3601;TRL;Ten Rail, železniški tovorni promet d.o.o.;SI;
3602;VVV;Verkehrsverbund Vorarlberg GmbH;AT;https://www.vmobil.at/index.php?menuid=190
3603;PR;Pannon Rail d.o.o.;RS;
3604;GoAbout;GoAbout B.V.;NL;https://goabout.com/
3605;ETMF;ETMF Transport;FR;
3606;Qbuzz;Qbuzz B.V.;NL;https://www.qbuzz.nl/
3607;AVG;Albtal-Verkehrs-Gesellschaft mbH;DE;https://www.avg.info/
3608;WLB;WIENER LOKALBAHNEN GmbH;AT;
3609;DB Cargo Belgium;DB Cargo Belgium BVBA;BE;
3610;Rail Technika Kft.;Rail Technika Mérnöki Szolgáltató és Kereskedelmi Kft;HU;http://www.railtechnika.hu/
3611;Port of Antwerp;Havenbedrijf Antwerpen NV van publiek recht;BE;http://www.portofantwerp.com
3612;K-Rail;K-Rail GmbH;de;https://www.netzwerk-bahnen.de
3613;STB;Steiermarkbahn und Bus GmbH;AT;http://www.steiermarkbahn.at
3614;ZÁHONY-PORT Co;ZÁHONY-PORT Záhonyi Logistics and Load Handling Servicing Company;HU;https://zahony-port.hu/en_zp21.html
3615;RF;Railflex GmbH;DE;http://www.railflex.de
3616;LE s.r.o.;Leo Express s.r.o.;CZ;WWW.leoexpress.com
3617;Adriafer;Adriafer s.r.l.;IT;http://www.adriafer.com/
3618;Depol sp.z.o.o.;Przedsiębiorstwo Obrotu Surowcami Wtórnymi „DEPOL” Sp. z o.o.;PL;http://www.depol.com.pl/
3619;"""TBD-TP"" JSC";"""TBD-Tovarni Prevozi"" JSC";BG;
3620;UIRR scrl;Union Internationale pour le Transport Combiné Rail-Route;BE;http://www.uirr.com/
3621;L&W;Laeger & Wöstenhöfer GmbH & Co.KG;DE;https://lundw-privatbahn.de/
3622;CMO;Cargo Motion s.r.o.;CZ;
3624;SFP;Societa Ferroviaria Provvisoria S.C.A.R.L.;IT;
3625;Kemira FIN;Kemira Chemicals Oy, Joutseno;FI;https://www.kemira.com/
3626;GVB;GVB Exploitatie BV;NL;https://en.gvb.nl/
3627;Lineas Deutschland;Lineas Deutschland GmbH;DE;https://lineas.net/
3628;Lineas Italia;Lineas Italia SRL;IT;https://lineas.net/
3629;Lineas Netherland;Lineas Nederland BV;NL;https://lineas.net/
3630;Hit Rail;Hit Rail BV;NL;https://www.hitrail.com/
3631;Logserv;Logistik Service GmbH.;AT;http://www.logserv.at
3632;SwRail;Swietelsky Rail CZ s.r.o.;CZ;http://www.swietelsky.cz
3633;OR;Ouestrail SAS;FR;http://www.ouestrail.ch/
3634;DTVG;Deutschlandtarifverbund GmbH;DE;https://deutschlandtarifverbund.de/
3635;VTG CH (ex AAEC);VTG Schweiz GmbH (ex AAEC);CH;https://www.vtg.com
3636;S-Rail;S-Rail GmbH;DE;https://www.netzwerk-bahnen.de
3637;Duisburg Hafen AG;Duisburg Hafen AG;DE;https://www.duisport.de
3638;VIA;VIAMONT Servis as;CZ;http://www.viamontservis.cz
3639;SEZEV REKO as;SEZEV REKO as;CZ;https://www.sezev-reko.cz/
3640;LC;Lafarge Cement;CZ;https://www.lafarge.cz
3641;LG;Lokalka Group, spolek;CZ;http://lokalkagroup.eu/
3642;RCAS;Railway Capital as;CZ;http://www.railwaycapital.cz/
3643;OLDOP;OLOMOUCKA DOPRAVNI sro;CZ;https://www.olomouckadopravni.cz/
3644;SZD;Slezske zemske drahy, o.p.s;CZ;http://www.osoblazsko.com/
3645;ERC.D;European Railway Company Deutschland GmbH;DE;https://european-railway-company.com/
3646;FIRESTA a.s.;FIRESTA - Fiser, rekonstrukce, stavby a.s.;CZ;http://www.firesta.cz
3647;Dutch Software;The Dutch Software Company B.V.;NL;https://dutch-software.nl/
3648;KK;KK-provoz a opravy lok. s.r.o;CZ;https://rejstrik-firem.kurzy.cz/25834282/kk-provoz-a-opravy-lok-sro/
3649;WTT;WTT s.r.o.;CZ;www.woodtt.eu
3651;PDCS;PEDASTA dopravni stavby, s.r.o;CZ;http://pedasta.cz/
3652;WSBA;WAGON SERVICE travel s.r.o.;SK;www.wagonservice.sk
3653;RCCRo;SC Rail Cargo Carrier Romania SRL;RO;http://www.railcargocarrier.com/
3654;CTN;CAPTRAIN Netherlands B.V.;NL;https://www.captrain.de/netherlands.html
3655;ENNA TRANSPORT;ENNA TRANSPORT d.o.o. za prijevoz tereta;HR;http:// www.transport.enna.hr
3656;NIR;Northern Ireland Railways Company Limited;GB;http://www.translink.co.uk/
3657;REKOP;REKOP s.r.o.;CZ;https://rejstrik-firem.kurzy.cz/27499499/rekop-sro/
3658;RPKM s.r.o.;RPKM s.r.o.;CZ;http://rpkm.cz/
3659;Orion Kolej;FHU Orion Kolej Krzysztof Warchol;PL;http://www.orionkolej.pl/
3660;Fabriquartz;Fabriquartz bv;NL;http://www.fabriquartz.com
3661;TRAMO RAIL, a.s.;TRAMO RAIL, a.s.;CZ;http://www.tramo-rail.cz/
3662;Railizer;Railizer Gbr;DE;https://www.railizer.de/
3663;MAV-HEV Co. Ltd.;MAV-HEV Suburban Rail Private Company Limited by Shares;HU;https://www.mav-hev.hu/
3664;ECS;EUROVIA CS, a.s.;CZ;www.eurovia.cz
3665;Yara Suomi Oy;Yara Suomi Oy, Siilinjarven tehtaat;FI;www.yara.com
3666;KDS;Kladenská dopravní a strojní, s. r. o;CZ;www.kdskladno.cz
3667;DRAKEM s.r.o.;DRAKEM s.r.o.;CZ;http://www.drakem.cz/
3668;HSM OLC;Hrosi stavby Morava a.s.;CZ;www.hrosistavby.cz
3669;TORAMOS;TORAMOS s.r.o.;CZ;http://www.toramos.cz/
3670;CHT PCE;Chladek a Tintera, Pardubice a.s.;CZ;www.cht-pce.cz
3671;ER;Eurorail Logistics d.o.o ...;HR;http://www.eurorail.hr
3672;ERS;Eurorail Logistics d.o.o..;RS;http://www.eurorail.rs
3673;H. Wendel;Hans Wendel spol. s r.o. & Co., k.s.;CZ;https://www.hanswendel.cz/
3674;Albametal;Albametal;AL;www.albametal.net
3675;STRABAG Rail;STRABAG Rail Fahrleitungen GmbH;DE;http://www.strabag-rail.com/
3676;CERHR;CER Cargo d.o.o.;HR;http://cercargo.eu/
3677;STAV GmbH;STAV GmbH;DE;http://www.stav-gmbh.de/
3678;RSTL;RST Logistics Sp. z o.o;PL;www.rstlogistics.pl
3679;RIWNL;Sim Boerema BV;NL;
3680;BSS 2000 Kft;BSS 2000 Energetikai Szolgáltató Ipari és Kereskedelmi Kft;HU;
3681;KPT;KPT rail s.r.o.;CZ;https://www.kptrail.cz/
3682;IDS;IDS Inženýrské a dopravní stavby Olomouc a.s.;CZ;http://www.ids-olomouc.cz
3683;FEDASOLUCIONS;FEDASOLUCIONS AD;AD;www.fedasolucions.ad
3684;ABRM;Abellio Rail Mitteldeutschland GmbH;DE;https://www.abellio.de/
3685;LGD;Linde AG;DE;http://www.linde-gas.com
3686;G&G Kft.;G&G Novenyvedelmi es Kereskedelmi Kft.;HU;http://www.gesgkft.hu/gg_dev/hu/
3687;RUTR;RUTR s.r.o.;CZ;http://www.rutr.cz/
3688;VUZ a.s.;Vyzkumny Ustav Zeleznicni, a.s.;CZ;http://www.cdvuz.cz/
3689;UKL;UKL iT & Logistik GmbH;DE;https://www.ukl.de/
3690;NIS a.d.;NIS a.d. Novi Sad;RS;https://www.nis.eu/en/
3691;TRANSIFER;TRANSIFER;FR;
3692;INA;INA - Industrija Nafte d.d.;HR;
3693;IRT;IRT Sp. Z.o.o.;PL;
3694;Mertz;Mertz Rail AB;SE;https://www.mertz.se/se
3695;SGR;Sangritana S.p.A.;IT;www.sangritana.it
3696;SILVA LS;SILVA LS SP.ZO.O.;PL;
3697;CENDIS;CENDIS s.p.;CZ;http://www.cendis.cz
3698;BLSCI;BLS cargo Italia S.r.l.;IT;http://www.bls-cargo.it
3699;HSL CS;HSL Logistik, s.r.o.;CZ;
3700;HBR;Havenbedrijf Rottendam N.V.;NL;www.portofrotterdam.com
3701;DBCL;DB Cargo Logistics GmbH..;DE;
3702;SLRS;Salzland Rail Service GmbH;DE;
3703;Region Grand Est;Region Grand Est;FR;https://www.grandest.fr/
3704;RSS;Rail Services Slovakia s.r.o;SK;
3705;NOR;NOR a.s.;CZ;
3706;HRDE;Hector Rail Gmbh;DE;https://www.hectorrail.com/
3707;DBCSI;DB Cargo AG.;DE;http://www.dbcargo.com/ecosolutions
3708;Eurailscout;Eurailscout Inspection & Analysis B.V.;NL;http://www.eurailscout.com/
3709;EZ Praha;Elektrizace železnic Praha a.s;CZ;www.elzel.cz
3710;MAV FKG Kft.;MAV FKG Felepitmenykarbantarto es Gepjavito Korlatolt Felelossegu Tarsasag;HU;https://www.mavcsoport.hu/mav-fkg/bemutatkozas-mav-fkg-kft
3711;Logitren;Logitren Ferroviaria, SA;ES;http://www.logitren.es
3712;GX Solutions;GX Solutions a.s.;SK;http://www.gxsolutions.sk/
3713;RPB;Railport Brabant BV;NL;http://www.gvtintermodal.com/terminals/railport-brabant
3714;KARPIEL;KARPIEL Sp. z. o.o.;PL;http://karpiel.info.pl/
3715;TRAINSPEED;TRAINSPEED Sp. z. o.o.;PL;http://kolej.trainspeed.eu
3716;LTE AT;LTE Austria GmbH;AT;www.LTE-group.eu
3718;MDW;MEDWAY ITALIA SRL;IT;
3719;RFG;Regiobahn Fahrbetriebsgesellschaft mbH;DE;www.regio-bahn.de
3720;FWD GmbH;Forwardis GmbH;DE;http://www.forwardis.com/
3721;FWD SAS;Forwardis SAS;FR;http://www.forwardis.com/
3722;erixx;erixx GmbH;DE;www.erixx.de
3723;FLEX;Flex Bahndienstleistungen GmbH;DE;www.flex-bahndienstleistungen.de
3724;ETFS;ETF-Services;FR;www.etf.fr
3725;LET;Leo Express Tenders s.r.o;CZ;
3726;RND;RND s.r.o.;CZ;http://www.rndoc.cz/cs/
3727;TOP;Transagent Operator d.o.o. Beograd;RS;http://transagent.rs/
3728;S Rail;S Rail GmbH;AT;http://www.setg.at/
3729;RDC Deutschland;RDC Deutschland GmbH;DE;https://www.rdc-deutschland.de/
3730;AZS;RDC AUTOZUG Sylt GmbH;DE;www.autozug-sylt.de
3731;RDC Asset;RDC Asset GmbH;DE;https://www.rdc-deutschland.de/
3732;NTAB;Nordiska Tag AB;SE;
3733;GAN;Go Ahead Norge AS;GB;www.go-ahead.com
3734;Palettenwerk Middelbeck GmbH;Palettenwerk Middelbeck GmbH;DE;
3735;KVV;Karlsruher Verkehrsverbund GmbH;DE;
3736;Die Landerbahn CZ;Die Landerbahn CZ s.r.o.;CZ;
3737;METSA;Metsa Tissue AB;SE;
3738;RAIL STM;RAIL STM Sp zoo;PL;
3739;TKFR;TRACKFER;FR;www.trackfer.com
3740;KDS2;KDS Kladenska dopravni a strojni s.r.o.;CZ;
3741;PEARL S.A.;Piraeus Europe Asia Rail Logistics S.A.;GR;
3742;LE-B;Lausitz Energie Bergbau AG;DE;
3743;CRAIL;Continental Rail, S.A.U.;ES;
3744;MESEA;mesea;FR;https://www.mesea.fr/
3745;Cargo Wagon;Cargo Wagon, a.s.;SK;
3746;HRP;HAM Rail Port GmbH;DE;www.hamrailport.de
3747;Tessta s.r.o.;Tessta s.r.o.;CZ;
3748;Lokotrans;Lokotrans d.o.o.;RS;
3749;ESGBI;ESG Eisenbahn Service Gesellschaft mbH;DE;
3750;DUSS;Deutsche Umschlaggesellschaft Schiene Strasse (DUSS) mbH;DE;
3751;ORL;Orion Rail Logistics Sp. Zo.o. sp.k;PL;
3752;RJUK;Regiojet UK a.s.;CZ;
3753;SOF;SOFISTIK SERVIS s.r.o.;CZ;
3754;DESP;Despotija d.o.o.;RS;
3755;OWLP;OST-WEST LOGISTIC POLAND sp.z.o.o.;PL;
3756;BLSR;BLSR Rail AB;SE;
3757;RELOC;RELOC S.A.;RO;
3758;MEV CH;MEV Schweiz AG;CH;http://www.m-e-v.ch/
3759;CFLterminals;CFLterminals s.a.;LU;
3760;STA;STA Sudtiroler Transportstrukturen AG;IT;https://www.sta.bz.it/de/
3761;SST;SamerSeaports et terminals S.r.l.;IT;
3762;RSBG;Rennsteigbahn GmbH and Co KG;DE;
3763;SR;smart rail GmbH;DE;
3764;Wiencont;Wiencont Container Terminal GmbH;AT;www.wiencont.com
3765;RFC 1;Rail Freight Corridor Rhine-Alpine;DE;https://www.corridor-rhine-alpine.eu/
3766;RFC 2;Rail Freight Corridor North Sea-Mediterranean;LU;https://www.rfc-northsea-med.eu/
3767;RFC 3;Rail Freight Corridor Scandinavian-Mediterranean;AT;https://www.scanmedfreight.eu/
3768;RFC 4;Rail Freight Corridor Atlantic;FR;http://www.atlantic-corridor.eu/
3769;RFC 5;Rail Freight Corridor Baltic-Adriatic;IT;http://rfc5.eu/
3770;RFC 6;Rail Freight Corridor Mediterranean;IT;https://www.railfreightcorridor6.eu/
3771;RFC 7;Rail Freight Corridor Orient/East-Med;HU;http://www.rfc7.eu/
3772;RFC 8;Rail Freight Corridor North Sea-Baltic;PL;http://rfc8.eu/
3773;RFC 9;Rail Freight Corridor Rhine-Danube;AT;https://rfc-rhine-danube.eu/
3774;RFC 10;Rail Freight Corridor Alpine-Western Balkan;SI;https://www.rfc-awb.eu/
3775;RFC 11;Rail Freight Corridor Amber;HU;https://rfc-amber.eu/
3776;CFL cargo Sverige;CFL cargo Sverige AB;SE;http://www.cflcargo.se/
3777;INTPD;Interporto Padova SPA;IT;
3778;NeS;Netzwerkbahn Sachsen GmbH;DE;https://www.netzwerkbahn-sachsen.de/
3779;IBAB;Inlandsbanan AB;SE;www.inlandsbanan.se
3780;OUIGO;OUIGO Espana;ES;
3781;SJ NORGE;SJ NORGE AS;NO;
3782;NSB;Neusiedler Seebahn GmbH;AT;https://www.sj.se/#/
3783;DRSL;Direct Rail Services Limited;GB;https://www.directrailservices.com/
3784;MAV KFV Kft;MAV Kozponti Felepitmenyvizsgalo Kft;HU;
3785;BRG;Baltic Rail Gate GmbH;DE;
3786;ROeEE PV;Raab Odenburg Ebenfurter Eisenbahn AG Personenverkehr;AT;http://www.raaberbahn.at
3787;ROeEE Infra;Raab Odenburg Ebenfurter Eisenbahn AG Infrastruktur;AT;http://www.raaberbahn.at
3788;LGM;LGM Logistkgesellschaft mbH;DE;
3789;ZP;Zeleznice Pestal s.r.o.;CZ;www.zeleznicepestal.cz
3790;EPCIN;EP Cargo Invest a.s.;CZ;www.epcargo.cz
3791;PT;ProTrain Trafik AB;SE;
3792;TWTB;Tourismus und Warnetalbahn GmbH;DE;
3793;IPZ;IPZ GmbH;DE;
3794;DLG;Franz Plasser Dienstleistungsgesellschaft m.b.H.;AT;
3795;WEE;Weser Ems Eisenbahn GmbH;DE;https://www.wee.gmbh/
3796;ANAPET;ANAPET ULUSLARARASI NAK.PET.INS.SAN.VE TIC.A.S.;TR;
3797;PKPCS;PKP CARGO SERVICE sp. Z o.o.;PL;
3798;E-Railconstruct;E-Railconstruct s.r.o.;CZ;
3799;Yara Suomi Oy;Yara Suomi Oy, Uudenkaupungin tehtaat;FI;
3800;RÖHM;RÖHM GmbH;DE;
3801;WFL;Wedler Franz Logistik GmbH & Co.KG;DE;
3802;EUWAG;EUROWAGON sp. Z o.o.;PL;
3803;ORF;Operail Finland Oy;FI;
3804;Budamar South;Budamar South s.r.o.;SK;
3805;VVO;Zweckverband Verkehrsverbund Oberelbe;DE;www.vvo-online.de
3806;RR;Rabbit Rail s.r.o;CZ;www.rabrail.cz
3807;VDA;Vychodoceska draha s.r.o.;CZ;
3808;ADE EVU;ADE Eisenbahnverkehsunternehmen GMBH;DE;http://www.vmb-mbh.de
3809;TSGA;TAP services Governance Association AISBL;BE;https://tsga.eu/
3810;Puerto de Valencia;Port Authority of Valencia;ES;
3811;Mertzmix;Mertzmix GmbH & Co. KG;DE;www.mertzmix.de
3812;Budamar;Budamar Logistics a.s.;SK;
3813;Helrom;Helrom GmbH;DE;www.helrom.com
3814;OSW;Omnibusbetrieb Siegfried Wilhelm Inhaber Johannes Wilhelm e.K.;DE;https://www.swilhelm-reisen.de/
3815;TKP Silesia;TKP Silesia Spolka z ograniczona odpowiedzialnoscia Sp. K.;PL;http://tkpsilesia.pl/
3816;Budamar Innovations;Budamar Innovations a.s.;SK;www.budamar.sk
3817;DVB;Dresdner Verkehrsbetriebe AG;DE;https://www.dvb.de/
3818;VVV GmbH;Verkehrsverbund Vogtland GmbH;DE;
3819;VMS GmbH;Verkehrsverbund Mittelsachsen GmbH;DE;https://www.vms.de/startseite/
3820;CDCSK;CD Cargo Slovakia, s.r.o.;SK;
3821;GWC;GW Cargo s.r.o.;CZ;
3822;Vy Tog;Vy Tog AS;NO;https://www.vy.no/
3823;KMG;KMG - Klagenfurt Mobil GmbH;AT;https://www.stw.at/privat/mobilitaet/
3824;Puerto de Huelva;Port Authority of Huelva;ES;www.puertohuelva.com
3825;Gepard Express;Gepard Express, SE;CZ;www.gepard.com
3826;NLR;Nordlandrail GmbH;DE;
3827;OBB IT;OBB Italia S.r.l.;IT;www.oebb.at
3828;BAM;BAM Infra Rail bv;NL;www.bam.nl
3829;TCA;Terminal Athus Sa;BE;https://www.tca.be/en
3830;CBR;COMBIRAIL;FR;
3831;PRL;Pirell s.r.o.;CZ;
3832;EVM;EVM Rail S.r.l.;IT;https://www.evmrail.it/
3833;KORAIL;Korea Railroad Corporation.;KR;www.korail.com
3834;VRB;Verkehrsverbund Region Braunschweig GmbH;DE;https://www.vrb-online.de/startseite.html
3835;MAVRT;MAV Rail Tours Kft.;HU;www.mavcsoport.hu
3836;CARBO;CARBO Kohlensaurewerk Hannover GmbH;DE;www.carbo.de
3837;SVG;Schienenverkehrsgesellschaft mbH;DE;http://www.svgmbh.com/index.php?id=359
3838;MFDR;MFD Rail GmbH;CH;
3839;FdG;Ferrovie del Gargano s.r.l;IT;http://www.ferroviedelgargano.com/it-it/Gestore-infrastruttura
3840;DTF;Dispo-Tf RailGmbH;DE;https://dispotf.de/
3841;HANS;Hanseatische Eisenbahn GmbH;DE;https://www.hanseatische-eisenbahn.de
3842;DCTG;DCTG GDANSK S.A.;PL;
3843;SD;Servicerail Deutschland GmbH;DE;
3844;IFTEC;IFTEC GmbH & Co KG;DE;www.iftec.de
3845;START;Regionalverkehre Start Deutschland GmbH;DE;www.startgmbh.com/datenschutz.
3846;HISA;Hupac Intermodal SA;CH;www.hupac.com
3847;BHE;Bremische Hafeneisenbahn;DE;http://www.bremische-hafeneisenbahn.de/
3848;Go Ahead BW;https://www.tricon-terminal.de/;DE;www.go-ahead-bw.de
3849;NXG;National Express Rail GmbH;DE;www.nationalexpress.de
3850;IV Srl.;Infrastrutture Venete S.r.l.;IT;www.infrastrutturevenete.it
3851;RALSP;Rail Support, s.r.o.;SK;
3852;VLR;Valenta Rail s.r.o.;CZ;www.valenta-rail.cz
3853;T.U.A.;Societa Unica di Transporto S.p.A.;IT;http://www.tuabruzzo.it
3854;BOR;Borealis Polymers Oy;FI;https://www.borealisgroup.com/
3855;VHID;VHID Vagyonkezelo Kft.;HU;
3856;EAV;Ente Autonomo Volturno S.R.L;IT;
3857;FT-DI;Ferrotramviaria SpA - Divisione Infrastruttura;IT;
3858;CD Cargo Hungary;CD Cargo Hungary Kft.;HU;
3859;ZBB;Zababa s.r.o.;CZ;https://www.masinka.cz/
3860;ILSA;ILSA Intermodalidad de Levante;ES;http://ilsarail.eu/
3861;VTG CZ;Retrack Czeh s.r.o.;CZ;
3862;T4T;Train4Train GmbH;DE;https://train4train.com/
